Tristan Vukcevic	F	7-0	225	20	WAS	10	0	KK Partizan (Serbia)	2023 Rnd 2 Pick 12	Italy
Dean Wade	PF	6-9	228	27	CLE	54	4	Kansas State	2019 NBA Draft, Undrafted	United States
Franz Wagner	SF	6-10	220	22	ORL	72	2	Michigan	2021 Rnd 1 Pick 8	Germany
Moritz Wagner	PF	6-11	245	26	ORL	80	5	Michigan	2018 Rnd 1 Pick 25	Germany
Ish Wainright	GF	6-5	250	29	PHX, POR	11	2	Baylor	2017 NBA Draft, Undrafted	United States
Jabari Walker	F	6-7	227	21	POR	72	1	Colorado	2022 Rnd 2 Pick 27	United States
Jarace Walker	G	6-7	235	20	IND	33	0	Houston	2023 Rnd 1 Pick 8	United States
Lonnie Walker IV	SG	6-4	204	25	BRK	58	5	Miami (FL)	2018 Rnd 1 Pick 18	United States
Cason Wallace	G	6-3	195	20	OKC	82	0	Kentucky	2023 Rnd 1 Pick 10	United States
Jordan Walsh	F	6-7	215	19	BOS	9	0	Arkansas	2023 Rnd 2 Pick 8	United States
T.J. Warren	F	6-8	220	30	MIN	11	9	NC State	2014 Rnd 1 Pick 14	United States
TyTy Washington Jr.	PG	6-3	192	22	MIL	11	1	Kentucky	2022 Rnd 1 Pick 29	United States
P.J. Washington	PF	6-7	230	25	CHA, DAL	73	4	Kentucky	2019 Rnd 1 Pick 12	United States
Yuta Watanabe	F	6-9	215	29	MEM, PHX	34	5	George Washington	2018 NBA Draft, Undrafted	Japan
Lindy Waters III	SG	6-6	210	26	OKC	38	2	Oklahoma State	2020 NBA Draft, Undrafted	United States
Trendon Watford	SF	6-8	237	23	BRK	63	2	LSU	2021 NBA Draft, Undrafted	United States
Peyton Watson	GF	6-7	200	21	DEN	80	1	UCLA	2022 Rnd 1 Pick 30	United States
Victor Wembanyama	F	7-4	210	20	SAS	71	0	Boulogne-Levallois (France)	2023 Rnd 1 Pick 1	France
Blake Wesley	SG	6-3	185	20	SAS	61	1	Notre Dame	2022 Rnd 1 Pick 25	United States
Russell Westbrook	G	6-4	200	35	LAC	68	15	UCLA	2008 Rnd 1 Pick 4	United States
Coby White	PG	6-5	195	24	CHI	79	4	North Carolina	2019 Rnd 1 Pick 7	United States
Derrick White	G	6-4	190	29	BOS	73	6	Colorado	2017 Rnd 1 Pick 29	United States
Jack White	SF	6-6	225	26	MEM	4	1	Duke	2020 NBA Draft, Undrafted	Australia
Dariq Whitehead	F	6-6	220	19	BRK	2	0	Duke	2023 Rnd 1 Pick 22	United States
Cam Whitmore	F	6-7	235	19	HOU	47	0	Villanova	2023 Rnd 1 Pick 20	United States
Aaron Wiggins	F	6-5	190	25	OKC	78	2	Maryland	2021 Rnd 2 Pick 25	United States
Andrew Wiggins	F	6-7	197	29	GSW	71	9	Kansas	2014 Rnd 1 Pick 1	Canada
Lindell Wigginton	SG	6-1	189	25	MIL	3	2	Iowa State	2019 NBA Draft, Undrafted	Canada
Alondes Williams	G	6-4	210	24	MIA	7	1	Wake Forest	2022 NBA Draft, Undrafted	United States
Brandon Williams	PG	6-1	190	24	DAL	17	1	Arizona	2021 NBA Draft, Undrafted	United States
Grant Williams	SF	6-6	236	25	CHA, DAL	76	4	Tennessee	2019 Rnd 1 Pick 22	United States
Jalen Williams	G	6-5	211	22	OKC	71	1	Santa Clara	2022 Rnd 1 Pick 12	United States
Jaylin Williams	C	6-9	240	21	OKC	69	1	Arkansas	2022 Rnd 2 Pick 4	United States
Jeenathan Williams	SG	6-5	205	25	HOU	22	1	Buffalo	2022 NBA Draft, Undrafted	United States
Vince Williams Jr.	SF	6-4	205	23	MEM	52	1	VCU	2022 Rnd 2 Pick 17	United States
Kenrich Williams	SF	6-6	210	29	OKC	69	5	TCU	2018 NBA Draft, Undrafted	United States
Malik Williams	C	6-11	250	25	TOR	7	0	Louisville	2022 NBA Draft, Undrafted	United States
Mark Williams	C	7-0	240	22	CHA	19	1	Duke	2022 Rnd 1 Pick 15	United States
Patrick Williams	G	6-7	215	22	CHI	43	3	Florida State	2020 Rnd 1 Pick 4	United States
Robert Williams	PF	6-9	249	26	POR	6	5	Texas A&M	2018 Rnd 1 Pick 27	United States
Ziaire Williams	F	6-9	185	22	MEM	51	2	Stanford	2021 Rnd 1 Pick 10	United States
Zion Williamson	PF	6-6	284	23	NOP	70	4	Duke	2019 Rnd 1 Pick 1	United States
D.J. Wilson	F	6-10	231	28	PHI	2	5	Michigan	2017 Rnd 1 Pick 17	United States
Jalen Wilson	F	6-6	230	23	BRK	43	0	Kansas	2023 Rnd 2 Pick 21	United States
Dylan Windler	SF	6-7	196	27	ATL, LAL, NYK	17	4	Belmont	2019 Rnd 1 Pick 26	United States
James Wiseman	C	6-11	240	22	DET	63	3	Memphis	2020 Rnd 1 Pick 2	United States
Isaiah Wong	G	6-3	185	23	IND	1	0	Miami (FL)	2023 Rnd 2 Pick 25	United States
Christian Wood	PF	6-8	214	28	LAL	50	7	UNLV	2015 NBA Draft, Undrafted	United States
Delon Wright	G	6-5	185	31	MIA, WAS	47	8	Utah	2015 Rnd 1 Pick 20	United States
Thaddeus Young	F	6-8	225	35	PHX, TOR	33	16	Georgia Tech	2007 Rnd 1 Pick 12	United States
Trae Young	PG	6-1	164	25	ATL	54	5	Oklahoma	2018 Rnd 1 Pick 5	United States
Omer Yurtseven	C	6-11	275	25	UTA	48	3	Georgetown	2020 NBA Draft, Undrafted	Uzbekistan
Cody Zeller	F	6-11	240	31	NOP	43	10	Indiana	2013 Rnd 1 Pick 4	United States
Ivica Zubac	C	7-0	240	26	LAC	68	7	KK Mega Bemax (Serbia)	2016 Rnd 2 Pick 2	Bosnia and Herzegovina
